time	Cell	UbE	UbE2	Wee1	Cdc25	G2K	R	G1K	IE	PG2	G1R	G2R	PG2R	SPF	MPF	IEB	UbEB	UbE2B	Wee1B	Cdc25B	Rum1Total	Cdc13Total	Cig2Total	mu	Mass	k1	k2prime	k3	k4	k5	k6prime	k7	k7r	k8	k8r	kc	kcr	ki	kir	kp	ku	kur	ku2	kur2	kw	kwr	V2	V2prime	V6	V6prime	V25	V25prime	Vw	Vwprime	Kmc	Kmcr	Kmi	Kmir	Kmp	Kmu	Kmur	Kmu2	Kmur2	Kmw	Kmwr	alpha	beta	Cig1	k2	k6	kwee	k25	G2K_Creation	G1K_Creation	Cdc2Phos	G2R_Creation	PG2R_Creation	Rum1DegInG2R	Rum1Deg	Rum1DegInPG2R	RumDegInG1R	G2K_dissoc	PG2_dissoc	G1K_Dissociation	PG2R_Dissociation	G2R_Dissociation	G1R_Dissociation	G1R_Binding	G2R_Dissociation_UbE	PG2R_Dissociation_UbE	Rum1_Production	Rum1_Deg_SPF	IE_Reaction	UbE_Reaction	UbE2_Reaction	Wee1_Reaction	Cdc25_Reaction
29.0	1.0	2.6644877061876794E-6	5.382579532883491E-4	0.9987757953203021	0.0012241980159329205	0.003365556238906421	0.21067649946758968	0.006195424246153437	1.3500130690508247E-4	2.000687776087868E-4	0.04131514561768832	0.19903249213320093	0.010642738360199439	0.00492441573932522	0.0033755596777868607	0.9998649986930949	0.9999973355122939	0.9994617420467117	0.00122420467969786	0.9987758019840671	0.46166687557867836	0.21324085550991556	0.04751056986384176	0.00495	0.2828193092596861	0.015	0.05	0.09375	0.1875	0.00175	0.0	100.0	0.1	10.0	0.1	1.0	0.25	0.4	0.1	6.5	0.2	0.1	1.0	0.3	1.0	0.25	0.25	0.0075	7.5	0.0375	0.5	0.025	0.35	0.035	0.1	0.1	0.01	0.01	0.001	0.01	0.01	0.05	0.05	0.1	0.1	0.25	0.05	0.0	0.00750064613826875	0.0415167499764143	0.3496143755258952	0.025581494057568138	0.015	0.00175	0.0011715287845170449	0.051001111504091076	0.003150705135917945	0.03731859227497517	0.03950184365017306	0.0019955134425373947	0.007746589803316561	2.5243846406479747E-5	1.500645104159496E-6	2.572138794253673E-4	5.32136918009972E-4	0.009951624606660048	0.0	0.008920788367193535	0.001492872293508899	7.98274143820346E-5	0.09375	0.009009912500493225	4.823047352757719E-6	9.515189687914349E-8	1.9584891804802756E-5	-4.485082048675095E-5	4.4867081242414356E-5
30.0	1.0	2.7629955057815926E-6	5.580870584237528E-4	0.9987304599621739	0.0012695332124501577	0.0034874556952852703	0.20495669344327308	0.006519188393750649	1.3998333103553136E-4	2.153479870148695E-4	0.04247701013352399	0.20118514639017132	0.011190774122534991	0.005128020193073676	0.003498223094636014	0.9998600166689645	0.9999972370044942	0.9994419129415762	0.001269540037826089	0.9987304667875498	0.45980962408950343	0.21607872419500646	0.048996198527274645	0.00495	0.28422273545473525	0.015	0.05	0.09375	0.1875	0.00175	0.0	100.0	0.1	10.0	0.1	1.0	0.25	0.4	0.1	6.5	0.2	0.1	1.0	0.3	1.0	0.25	0.25	0.0075	7.5	0.0375	0.5	0.025	0.35	0.035	0.1	0.1	0.01	0.01	0.001	0.01	0.01	0.05	0.05	0.1	0.1	0.25	0.05	0.0	0.007500670026410151	0.04166472467348725	0.34960009488808474	0.025603028275913826	0.015	0.00175	0.0012137012813890193	0.05135922414454086	0.003294623723569757	0.037722214948157126	0.038429380020613704	0.002098270147975311	0.007964439400035748	2.6158254402059602E-5	1.6152541914501942E-6	2.716201895202144E-4	5.595387061267496E-4	0.010059257319508567	0.0	0.009113811957816558	0.0015090233972876964	8.393830403322456E-5	0.09375	0.009427750778335567	4.924475899155704E-6	9.71477114987358E-8	1.999287550104832E-5	-4.5773429684541674E-5	4.579006996196502E-5
31.0	1.0	2.863655325425508E-6	5.783460761459653E-4	0.9986841546558918	0.0013158383689270885	0.003611904991528925	0.19934776717722383	0.006853580134962788	1.4507493697942512E-4	2.3155598339267758E-4	0.043613561966130185	0.20317273259794982	0.01174856716994905	0.005336877824439256	0.0036234827906985586	0.9998549250630205	0.9999971363446746	0.9994216539238541	0.001315845344108224	0.9986841616310729	0.45788262891125286	0.21876476074282045	0.050467142101092974	0.00495	0.28563312583158	0.015	0.05	0.09375	0.1875	0.00175	0.0	100.0	0.1	10.0	0.1	1.0	0.25	0.4	0.1	6.5	0.2	0.1	1.0	0.3	1.0	0.25	0.25	0.0075	7.5	0.0375	0.5	0.025	0.35	0.035	0.1	0.1	0.01	0.01	0.001	0.01	0.01	0.05	0.05	0.1	0.1	0.25	0.05	0.0	0.007500694436416416	0.04181590759323927	0.3495855087166059	0.02562502322524037	0.015	0.00175	0.0012567360164473065	0.05168524627196108	0.003441160109590755	0.038094887362115595	0.03737770634572947	0.0022028563443654467	0.008177542868649409	2.7091795674825687E-5	1.7368306763523887E-6	2.865886736064643E-4	5.874283584974525E-4	0.010158636629897492	0.0	0.009301102774137062	0.0015239365850289624	8.812241240750139E-5	0.09375	0.00985907247004505	5.037026258281844E-6	9.935439832897851E-8	2.0443578708801563E-5	-4.679142912188648E-5	4.6808419158251256E-5
32.0	1.0	2.966693536699584E-6	5.990804686570243E-4	0.9986367777210385	0.001363215168226671	0.0037391801281003653	0.19384165585752594	0.007199051200798064	1.5028768875930432E-4	2.4876416531893064E-4	0.0447237727865166	0.20500330321975255	0.012316378954774236	0.005551381136565827	0.003751618336366312	0.9998497123112406	0.9999970333064633	0.999400919531343	0.0013632222789614623	0.9986367848317733	0.4558851108185693	0.2213076264679461	0.05192282398731466	0.00495	0.28705051494837913	0.015	0.05	0.09375	0.1875	0.00175	0.0	100.0	0.1	10.0	0.1	1.0	0.25	0.4	0.1	6.5	0.2	0.1	1.0	0.3	1.0	0.25	0.25	0.0075	7.5	0.0375	0.5	0.025	0.35	0.035	0.1	0.1	0.01	0.01	0.001	0.01	0.01	0.05	0.05	0.1	0.1	0.25	0.05	0.0	0.00750071942318265	0.041970637997353046	0.3495705849821271	0.02564752720490767	0.015	0.00175	0.0013007271990359663	0.05198055643607783	0.0035904478768662602	0.0384381193537036	0.03634531047328611	0.0023093210540201694	0.008385707397471862	2.8046541013621E-5	1.865910206599523E-6	3.021487718731053E-4	6.158189477387119E-4	0.010250165160987628	0.0	0.00948238277500641	0.0015376722582770002	9.238170284935314E-5	0.09375	0.010304763562413867	5.1623110561103015E-6	1.0180078728379163E-7	2.0942823901254435E-5	-4.791778131508877E-5	4.793508542152948E-5
33.0	1.0	3.0723678991221567E-6	6.20341907622203E-4	0.9985882136155172	0.0014117791539815087	0.0038695945819105853	0.1884301727535345	0.0075561131344539885	1.55634754041236E-4	2.670538207486386E-4	0.0458065231387636	0.2066843244836863	0.012894543823129385	0.005771975556561514	0.0038829472729480174	0.9998443652459588	0.9999969276321009	0.9993796580923778	0.001411786384482805	0.9985882208460185	0.45381556419911373	0.22371551670947487	0.053362636273217585	0.00495	0.2884749375347822	0.015	0.05	0.09375	0.1875	0.00175	0.0	100.0	0.1	10.0	0.1	1.0	0.25	0.4	0.1	6.5	0.2	0.1	1.0	0.3	1.0	0.25	0.25	0.0075	7.5	0.0375	0.5	0.025	0.35	0.035	0.1	0.1	0.01	0.01	0.001	0.01	0.01	0.05	0.05	0.1	0.1	0.25	0.05	0.0	0.007500745049215537	0.042129301485630696	0.3495552872888879	0.02567059509814122	0.015	0.00175	0.001345781815269429	0.05224640510718663	0.0037426453755028018	0.03875331084069118	0.03533065739128772	0.0024177269668367598	0.008588723088518175	2.9024842402737087E-5	2.0031026238544443E-6	3.1833376830094605E-4	6.447271911564693E-4	0.010334216224184315	0.0	0.009657344718827801	0.0015502864236214674	9.671868574323051E-5	0.09375	0.010765822591046897	5.3019623832166116E-6	1.0451979302077065E-7	2.149724801674439E-5	-4.916731485837085E-5	4.9184893651597894E-5
34.0	1.0	3.1809726194825547E-6	6.421892171504404E-4	0.9985383308666208	0.0014616617976372114	0.0040035049390965876	0.18310501498435333	0.007925346285406622	1.6113116174330827E-4	2.8651789375810287E-4	0.046860589299113006	0.20822269004314095	0.013483476467633053	0.005999167405136148	0.004017830833784493	0.9998388688382567	0.9999968190273805	0.9993578107828496	0.0014616691333791954	0.9985383382023628	0.4516717707942403	0.22599618934362872	0.05478593558451963	0.00495	0.2899064284927755	0.015	0.05	0.09375	0.1875	0.00175	0.0	100.0	0.1	10.0	0.1	1.0	0.25	0.4	0.1	6.5	0.2	0.1	1.0	0.3	1.0	0.25	0.25	0.0075	7.5	0.0375	0.5	0.025	0.35	0.035	0.1	0.1	0.01	0.01	0.001	0.01	0.01	0.05	0.05	0.1	0.1	0.25	0.05	0.0	0.007500771385860224	0.04229233703298516	0.34953957422298554	0.025694289353877676	0.015	0.00175	0.0013920215381441564	0.052483914182007235	0.0038979386762229722	0.03904175438308893	0.034332190309566246	0.0025281518376811976	0.008786360493583688	3.0029375290325763E-5	2.149105219037718E-6	3.3518141620553384E-4	6.741738233816527E-4	0.010411134502157048	0.0	0.009825647573544384	0.0015618307953624343	1.011364744703417E-4	0.09375	0.011243377790222164	5.457512198051278E-6	1.075489106461684E-7	2.2114440444846988E-5	-5.0557113497019194E-5	5.0574930703733544E-5
35.0	1.0	3.2928449262630645E-6	6.646895384374997E-4	0.9984869795372859	0.0015130130207876573	0.004141317769042663	0.17785775487745392	0.008307410480540352	1.6679413205867403E-4	3.072631357321173E-4	0.04788462777272983	0.20962473056582692	0.01408368063012854	0.006233533545964357	0.004156680925829269	0.9998332058679413	0.9999967071550737	0.9993353104615625	0.0015130204627140653	0.9984869869792123	0.44945079384613923	0.22815699210073026	0.05619203825327018	0.00495	0.29134502289753617	0.015	0.05	0.09375	0.1875	0.00175	0.0	100.0	0.1	10.0	0.1	1.0	0.25	0.4	0.1	6.5	0.2	0.1	1.0	0.3	1.0	0.25	0.25	0.0075	7.5	0.0375	0.5	0.025	0.35	0.035	0.1	0.1	0.01	0.01	0.001	0.01	0.01	0.05	0.05	0.1	0.1	0.25	0.05	0.0	0.007500798514894619	0.04246024568058984	0.3495233985542451	0.025718681184874137	0.015	0.00175	0.0014395850585011169	0.05269407500702074	0.004056545084779222	0.039304636981092544	0.03334832903952261	0.0026406901181491014	0.008978367707386843	3.1063190171741904E-5	2.304718872181329E-6	3.5273468997325025E-4	7.041840315064271E-4	0.010481236528291346	0.0	0.009986910991870393	0.001572352867713339	1.0563885075471827E-4	0.09375	0.011738707789355911	5.6300972309979505E-6	1.109299207816244E-7	2.280303263377855E-5	-5.210697094348675E-5	5.212502785927747E-5
36.0	1.0	3.408373451475049E-6	6.879197815618734E-4	0.9984339880710587	0.001566004298131399	0.0042834980700309925	0.17267981745397779	0.00870305778749898	1.72643489095042E-4	3.2941274613748135E-4	0.04887715687219503	0.21089621868571906	0.014695759340554762	0.0064757331542126114	0.004299968707337867	0.9998273565109049	0.9999965916265485	0.9993120802184381	0.0015660119289413466	0.9984339957018686	0.44714895235244667	0.2302048888424423	0.05758021465969401	0.00495	0.2927907559982992	0.015	0.05	0.09375	0.1875	0.00175	0.0	100.0	0.1	10.0	0.1	1.0	0.25	0.4	0.1	6.5	0.2	0.1	1.0	0.3	1.0	0.25	0.25	0.0075	7.5	0.0375	0.5	0.025	0.35	0.035	0.1	0.1	0.01	0.01	0.001	0.01	0.01	0.05	0.05	0.1	0.1	0.25	0.05	0.0	0.007500826530561982	0.042633601369905474	0.34950670624238345	0.025743852041612416	0.015	0.00175	0.001488630948654954	0.05287774461116988	0.004218717352947905	0.039543041003572324	0.032377465772620836	0.002755454876354018	0.009164466913536569	3.2129775967299513E-5	2.470867865733299E-6	3.71042696411483E-4	7.347879670277381E-4	0.010544810934285954	0.0	0.010140708613147933	0.0015818959523130431	1.1023034154838722E-4	0.09375	0.012253266777094693	5.8200316219831575E-6	1.1470690676137102E-7	2.3572690765121668E-5	-5.3839851349252784E-5	5.385834734591586E-5
37.0	1.0	3.5279782837120557E-6	7.119677297586451E-4	0.9983791599921432	0.0016208322521252506	0.0044305797199344545	0.16756244394196004	0.009113147903899733	1.7870082284555412E-4	3.531096423515623E-4	0.04983653466655928	0.21204236855589206	0.015320427052675873	0.006726522178026965	0.004448235202052032	0.9998212991771545	0.9999964720217163	0.9992880322702413	0.001620840007856783	0.9983791677478747	0.4447617742170873	0.23214648497085394	0.05894968257045902	0.00495	0.29424366321920914	0.015	0.05	0.09375	0.1875	0.00175	0.0	100.0	0.1	10.0	0.1	1.0	0.25	0.4	0.1	6.5	0.2	0.1	1.0	0.3	1.0	0.25	0.25	0.0075	7.5	0.0375	0.5	0.025	0.35	0.035	0.1	0.1	0.01	0.01	0.001	0.01	0.01	0.05	0.05	0.1	0.1	0.25	0.05	0.0	0.0075008555347338	0.042813059183323884	0.34948943539752514	0.025769895319759498	0.015	0.00175	0.00153934120628382	0.05303563973960099	0.004384748759922334	0.03975794410422976	0.031417958239117506	0.002872580072376726	0.009344350249979864	3.323313841434968E-5	2.6486244152005885E-6	3.901617405560433E-4	7.660213526337937E-4	0.010602118427794604	0.0	0.010286559881163969	0.0015904991737805273	1.1491631005254926E-4	0.09375	0.012788715335055026	6.039301693799284E-6	1.189597215644483E-7	2.4438151919754444E-5	-5.578392835913198E-5	5.5802706966758334E-5
38.0	1.0	3.6521781068581193E-6	7.369352816104371E-4	0.9983222684886162	0.001677723714510558	0.00458317850614519	0.16249664051889162	0.009538666865760902	1.849926478743809E-4	3.785205453566599E-4	0.05076093238859141	0.2130678289773295	0.015958524135016375	0.0069867712498532485	0.004602104533413023	0.9998150073521256	0.9999963478218932	0.9992630647183895	0.0016777315113838398	0.9983222762854894	0.4422839260198289	0.23398805216384777	0.06029959925435231	0.00495	0.2957037801601978	0.015	0.05	0.09375	0.1875	0.00175	0.0	100.0	0.1	10.0	0.1	1.0	0.25	0.4	0.1	6.5	0.2	0.1	1.0	0.3	1.0	0.25	0.25	0.0075	7.5	0.0375	0.5	0.025	0.35	0.035	0.1	0.1	0.01	0.01	0.001	0.01	0.01	0.05	0.05	0.1	0.1	0.25	0.05	0.0	0.007500885653190913	0.04299937953901789	0.34947151457391407	0.025796918764392517	0.015	0.00175	0.0015919256703459492	0.05316832811696562	0.004554979285281961	0.03995021793324928	0.03046812009729218	0.0029922232753155703	0.009517674822860889	3.437789790275742E-5	2.8392393281037706E-6	4.101567568571072E-4	7.979262067508187E-4	0.010653391448866477	0.0	0.010423919968290977	0.0015981974215325862	1.1970306473044525E-4	0.09375	0.013346958525562608	6.286530795352645E-6	1.2375864194388077E-7	2.5413373236445394E-5	-5.7971977465631416E-5	5.799083467105098E-5
39.0	1.0	3.7815780010764588E-6	7.629408846781003E-4	0.9982630503722767	0.0017369416309286443	0.004742008507023596	0.1574731107338844	0.009980749974105842	1.9154980005181154E-4	4.058411347845137E-4	0.05164830209169982	0.21397666871846643	0.016611034301979754	0.007257488057289282	0.004762300563762822	0.9998084501999482	0.9999962184219989	0.9992370591153219	0.0017369496277233054	0.9982630583690714	0.43970911584603034	0.2357355526622543	0.06162905206580566	0.00495	0.297171142597854	0.015	0.05	0.09375	0.1875	0.00175	0.0	100.0	0.1	10.0	0.1	1.0	0.25	0.4	0.1	6.5	0.2	0.1	1.0	0.3	1.0	0.25	0.25	0.0075	7.5	0.0375	0.5	0.025	0.35	0.035	0.1	0.1	0.01	0.01	0.001	0.01	0.01	0.05	0.05	0.1	0.1	0.25	0.05	0.0	0.00750091703266526	0.043193446351910324	0.3494528608672672	0.025825047274691107	0.015	0.00175	0.0016466275725444896	0.05327621620090821	0.004729803165630727	0.040120625384712456	0.029526208262603326	0.0031145689316212036	0.009684056642193717	3.556941237937685E-5	3.044180680461356E-6	4.31102988558371E-4	8.305517150989877E-4	0.010698833435923323	0.0	0.010552167249625849	0.0016050212389833167	1.2459799012590683E-4	0.09375	0.013930193344896105	6.559764834708319E-6	1.2916697110114855E-7	2.6513794451591896E-5	-6.044249795408331E-5	6.04618162826729E-5
40.0	1.0	3.916832037483616E-6	7.901215287954254E-4	0.9982011999445367	0.0017987920557600038	0.004907902874026473	0.15248216909512854	0.010440710147332203	1.9840601950279395E-4	4.3530262130733754E-4	0.052496336987994746	0.21477235214533724	0.017279105741143233	0.00753984554192489	0.00492966800509184	0.9998015939804972	0.9999960831679625	0.9992098784712046	0.00179880005546329	0.9982012079442399	0.4370299639696038	0.2373946633818143	0.06293704713532695	0.00495	0.2986457864862998	0.015	0.05	0.09375	0.1875	0.00175	0.0	100.0	0.1	10.0	0.1	1.0	0.25	0.4	0.1	6.5	0.2	0.1	1.0	0.3	1.0	0.25	0.25	0.0075	7.5	0.0375	0.5	0.025	0.35	0.035	0.1	0.1	0.01	0.01	0.001	0.01	0.01	0.05	0.05	0.1	0.1	0.25	0.05	0.0	0.007500949831769089	0.043396281908635856	0.34943337798252905	0.025854426226486	0.015	0.00175	0.0017037305805724468	0.05335953237944348	0.004909678216859493	0.04026981602725073	0.0285904067053366	0.003239832326464356	0.009843063185249015	3.68139332372679E-5	3.265183124063917E-6	4.5308800087998324E-4	8.639552870571617E-4	0.010738617607266862	0.0	0.010670587602787858	0.001610996638693219	1.2960970530214865E-4	0.09375	0.014540968399515616	6.878852218677664E-6	1.3533436168520796E-7	2.7765578528480238E-5	-6.324484556153708E-5	6.326414755578828E-5
41.0	1.0	4.058779013635693E-6	8.18639791008904E-4	0.9981363572588313	0.0018636346100294222	0.005081840459067236	0.14751363209544474	0.010920073304618643	2.0560407613154022E-4	4.671802203636354E-4	0.053302422381369695	0.21545770258577304	0.017964076921896825	0.00783521779624008	0.005105199470085418	0.9997943959238684	0.9999959412209863	0.9991813602089911	0.0018636427411686807	0.9981363653899705	0.43423783398448434	0.23897080018710073	0.06422249568598834	0.00495	0.3001277479580708	0.015	0.05	0.09375	0.1875	0.00175	0.0	100.0	0.1	10.0	0.1	1.0	0.25	0.4	0.1	6.5	0.2	0.1	1.0	0.3	1.0	0.25	0.25	0.0075	7.5	0.0375	0.5	0.025	0.35	0.035	0.1	0.1	0.01	0.01	0.001	0.01	0.01	0.05	0.05	0.1	0.1	0.25	0.05	0.0	0.007500984253910806	0.04360909944040395	0.3494129525365318	0.025885226439763973	0.015	0.00175	0.0017635678133299958	0.05341830412608173	0.005095137422709329	0.04039831923483245	0.027658806017895887	0.0033682644228556547	0.009994204196506817	3.81188052643502E-5	3.50431147668621E-6	4.7621456263761497E-4	8.982038460948413E-4	0.010772885129288652	0.0	0.01077835452099105	0.0016161448344796812	1.347482581271906E-4	0.09375	0.015182259705444321	7.237693597339934E-6	1.4235367289729692E-7	2.9191336025981805E-5	-6.643646462137654E-5	6.645605890274672E-5
42.0	1.0	4.20837063230102E-6	8.486871663399399E-4	0.9980680975881977	0.001931894138884488	0.005264980308759702	0.14255668149438283	0.011420622938562294	2.1319285854779158E-4	5.018042113517486E-4	0.05406357433438608	0.21603484985811972	0.018667508377171533	0.008145226253967863	0.0052900705193272895	0.9997868071414522	0.9999957916293677	0.9991513128336601	0.0019319024118022998	0.9980681058611155	0.43132261406406014	0.2404691427554027	0.06548419727294837	0.00495	0.30161706332500166	0.015	0.05	0.09375	0.1875	0.00175	0.0	100.0	0.1	10.0	0.1	1.0	0.25	0.4	0.1	6.5	0.2	0.1	1.0	0.3	1.0	0.25	0.25	0.0075	7.5	0.0375	0.5	0.025	0.35	0.035	0.1	0.1	0.01	0.01	0.001	0.01	0.01	0.05	0.05	0.1	0.1	0.25	0.05	0.0	0.007501020529878333	0.0438333279788118	0.3493914507402822	0.025917649715970135	0.015	0.00175	0.0018265335224207579	0.05345232710919343	0.005286803475303966	0.04050653434839745	0.02672937778019678	0.0035001578207196626	0.01013692018769739	3.9492725385411684E-5	3.764043691328872E-6	5.006039109883425E-4	9.333754188585767E-4	0.010801742492905986	0.0	0.010874503633762068	0.0016204818439549391	1.4002536357883943E-4	0.09375	0.015857568015544714	7.646859460108159E-6	1.5040248450429248E-7	3.0825419769392806E-5	-7.009063539301259E-5	7.011054477029047E-5
43.0	1.0	4.3667389768644335E-6	8.804924358803622E-4	0.9979959144675895	0.0020040771769488934	0.005458706891272376	0.13759969245913473	0.011944456883593205	2.2123054748663081E-4	5.395745634654962E-4	0.05477636224471718	0.21650515696039305	0.019391222180712517	0.008471799840343953	0.005485685619445651	0.9997787694525133	0.9999956332610231	0.9991195075641196	0.0020040855324104934	0.997995922823051	0.4282724338449575	0.2418946605958434	0.06672081912831038	0.00495	0.30311376907911763	0.015	0.05	0.09375	0.1875	0.00175	0.0	100.0	0.1	10.0	0.1	1.0	0.25	0.4	0.1	6.5	0.2	0.1	1.0	0.3	1.0	0.25	0.25	0.0075	7.5	0.0375	0.5	0.025	0.35	0.035	0.1	0.1	0.01	0.01	0.001	0.01	0.01	0.05	0.05	0.1	0.1	0.25	0.05	0.0	0.007501058934201889	0.0440706748027572	0.3493687130572907	0.025951936659050726	0.015	0.00175	0.0018930983966669026	0.053461123250324524	0.005485407181091162	0.040594716930073695	0.02579994233608776	0.0036358541588835972	0.01027056792088447	4.0946082095968076E-5	4.0473805999509444E-6	5.264002750123908E-4	9.695611090356259E-4	0.010825257848019652	0.0	0.010957899713266479	0.0016240179419185386	1.4545470038372746E-4	0.09375	0.016571045295770335	8.122148638893024E-6	1.596976288289486E-7	3.271074538574708E-5	-7.429908466407426E-5	7.431916438143445E-5
44.0	1.0	4.5352676396042145E-6	9.143318892994718E-4	0.9979191980593565	0.0020807935084372065	0.005664690194472705	0.13263001636387323	0.012494060405922318	2.297882076891049E-4	5.809805616235966E-4	0.05543680996872546	0.21686911879510062	0.020137351429005527	0.008817254324034464	0.005693739222553885	0.9997702117923108	0.9999954647323605	0.9990856681107005	0.0020808019406435285	0.9979192064915627	0.42507329655670484	0.24325214098020245	0.06793087037464778	0.00495	0.3046179018935245	0.015	0.05	0.09375	0.1875	0.00175	0.0	100.0	0.1	10.0	0.1	1.0	0.25	0.4	0.1	6.5	0.2	0.1	1.0	0.3	1.0	0.25	0.25	0.0075	7.5	0.0375	0.5	0.025	0.35	0.035	0.1	0.1	0.01	0.01	0.001	0.01	0.01	0.05	0.05	0.1	0.1	0.25	0.05	0.0	0.007501099802402604	0.04432320172389731	0.34934454738869725	0.025988376916507672	0.015	0.00175	0.0019638298902686204	0.053443883439408646	0.005691810996622434	0.04066295977408137	0.02486812806822623	0.0037757533929385365	0.010394401869136023	4.249140649843118E-5	4.357993175994515E-6	5.537767597222532E-4	0.0010068675714502765	0.010843455939755033	0.0	0.01102719336401443	0.0016267569041411563	1.5105228282502516E-4	0.09375	0.017327661228204828	8.675551722930018E-6	1.7049627305398292E-7	3.489990310715039E-5	-7.917772082423596E-5	7.919795467855283E-5
45.0	1.0	4.71563303925867E-6	9.505421683093552E-4	0.9978372067192114	0.0021627848237879134	0.005884966777985329	0.12763370392685403	0.013072401471965197	2.3895212153852757E-4	6.266275667443182E-4	0.05604026798889969	0.21712622261838022	0.020908402868532024	0.009184398524313844	0.005916298156322545	0.9997610478784614	0.9999952843669607	0.9990494578316906	0.0021627932807886108	0.997837215176212	0.421708597402666	0.24454621983164188	0.06911266946086489	0.00495	0.3061294986233136	0.015	0.05	0.09375	0.1875	0.00175	0.0	100.0	0.1	10.0	0.1	1.0	0.25	0.4	0.1	6.5	0.2	0.1	1.0	0.3	1.0	0.25	0.25	0.0075	7.5	0.0375	0.5	0.025	0.35	0.035	0.1	0.1	0.01	0.01	0.001	0.01	0.01	0.05	0.05	0.1	0.1	0.25	0.05	0.0	0.00750114354101202	0.04459342093100856	0.3493187201165515	0.02602732279129926	0.015	0.00175	0.0020394196248646806	0.05339938847423713	0.0059070394457717244	0.04071116674094629	0.02393131948628513	0.003920325537849755	0.010507550247918692	4.414398053575497E-5	4.700423324904221E-6	5.829431014184799E-4	0.0010454201434266011	0.010856311130919012	0.0	0.011080763391967799	0.0016286949623782008	1.5683693113016618E-4	0.09375	0.01813342559134633	9.327204501602664E-6	1.8314590165305176E-7	3.746226826764187E-5	-8.487628780877356E-5	8.489654876262832E-5
46.0	1.0	4.9099147979890325E-6	9.895389364634483E-4	0.9977490274097004	0.002250964163965393	0.006122050903675968	0.12259514842978392	0.013683056588550856	2.488294045236563E-4	6.772741566095713E-4	0.056581245921587156	0.21727475500477386	0.021707336987463882	0.00957667875864416	0.006155914611506446	0.9997511705954764	0.999995090085202	0.9990104610635365	0.0022509725902996047	0.9977490358360346	0.41815848634360886	0.24578141705252327	0.07026430251013802	0.00495	0.30764859630645847	0.015	0.05	0.09375	0.1875	0.00175	0.0	100.0	0.1	10.0	0.1	1.0	0.25	0.4	0.1	6.5	0.2	0.1	1.0	0.3	1.0	0.25	0.25	0.0075	7.5	0.0375	0.5	0.025	0.35	0.035	0.1	0.1	0.01	0.01	0.001	0.01	0.01	0.05	0.05	0.1	0.1	0.25	0.05	0.0	0.007501190654338512	0.04488443431335848	0.3492909436340556	0.026069207977883563	0.015	0.00175	0.002120720936274001	0.053325898422607404	0.006132318876974324	0.0407390165633951	0.022986590330584485	0.004070125685149478	0.010608983610297593	4.592267102403881E-5	5.080362573984714E-6	6.141562546547779E-4	0.0010853668493731941	0.010863737750238694	0.0	0.011116638942306536	0.0016298193616654994	1.6283087334094078E-4	0.09375	0.01899569004576117	1.009875553295873E-5	1.9809446807792587E-7	4.0487822738631205E-5	-9.159035637455043E-5	9.161050923057155E-5
47.0	1.0	5.120742128785611E-6	0.0010318428446307638	0.9976535206986658	0.0023464707442213805	0.006379089742154344	0.11749662007147596	0.01433037944870834	2.595554506228271E-4	7.338847031447221E-4	0.05705318979383405	0.2173115324129082	0.02253767158181897	0.009998378839488665	0.00641578397731158	0.9997404445493772	0.9999948792578712	0.9989681571553692	0.0023464793013342478	0.9976535292557787	0.4143990138600372	0.24696217844002624	0.0713835692425424	0.00495	0.30917523216472637	0.015	0.05	0.09375	0.1875	0.00175	0.0	100.0	0.1	10.0	0.1	1.0	0.25	0.4	0.1	6.5	0.2	0.1	1.0	0.3	1.0	0.25	0.25	0.0075	7.5	0.0375	0.5	0.025	0.35	0.035	0.1	0.1	0.01	0.01	0.001	0.01	0.01	0.05	0.05	0.1	0.1	0.25	0.05	0.0	0.00750124177996623	0.04520012722805707	0.3492608590200797	0.026114573603505158	0.015	0.00175	0.0022088012770142456	0.05322099514228504	0.0063691300559844365	0.04074591232742029	0.02203061626340174	0.004225813421591057	0.010697473086343884	4.7851094492002174E-5	5.5050465969073034E-6	6.477349743079513E-4	0.0011268835790909486	0.010865576620645412	0.0	0.011132392516266305	0.0016301063462041928	1.6906052369269805E-4	0.09375	0.01992356501023959	1.100817746028937E-5	2.1590362070056054E-7	4.409348514434856E-5	-9.957907254415886E-5	9.959950019264481E-5
